,Unnamed: 0,PARENT
4003,"Division of Nephrology, Department of Medicine, Ottawa Hospital, Ottawa, Ontario, Canada",
4005,"The Ottawa Hospital Research Institute, Ottawa, Ontario, Canada.",
4017,"Department of Medicine, Division of Nephrology, University of Ottawa, Ottawa, Ontario, Canada",University of Ottawa
4022,"Department of Sociology, York University, Toronto, Ontario, Canada",York University
4024,"Department of Medicine, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
4026,"Department of Pediatrics, McGill University Health Centre, Montreal, Quebec, Canada.",McGill University
4031,"Department of Community Health Sciences, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada",University of Calgary
4051,"ICES, Toronto, Ontario, Canada.",
4098,"Research Center, CIUSSS du Nord-de-l'île-de-Montréal, University of Montreal, Montreal, Quebec, Canada, and Department of Nephrology and Hypertension, University Medical Center Utrecht and Utrecht University, Utrecht, The Netherlands.",Université de Montréal
4127,"Division of Nephrology, Department of Medicine, University of Alberta, Edmonton, Alberta, Canada.",University of Alberta
4128,"Department of Pathology and Laboratory Medicine, Western University, London, Ontario, Canada.",Western University
4148,"Ajmera Transplant Centre, University Health Network, Toronto, Canada.",University of Toronto
4149,"Division of Nephrology , University of British Columbia , Vancouver , Canada.",University of British Columbia
4169,"Transplant AI Initiative, Ajmera Transplant Program, University Health Network, Toronto, ON, Canada.",University of Toronto
4173,"Department of Medicine, Cumming School of Medicine, University of Calgary, Calgary, Alberta, Canada.",University of Calgary
4179,"Division of Nephrology, University Health Network and Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
4181,"Departments of Pediatrics and Community Health & Epidemiology, Dalhousie University, Halifax, Nova Scotia, Canada.",Dalhousie University
4203,"Transplant Infectious Diseases and Ajmera Transplant Centre, University Health Network, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
4214,"Division of Nephrology, Department of Medicine, Schulich School of Medicine and Dentistry, Western University, London, Ontario, Canada.",Western University
4216,"Sexual Orientation and Gender Identity Organ and Tissue Donation and Transplantation Patient Advisory Team, Winnipeg, Manitoba, Canada",
4237,"Sunnybrook Hospital, University of Toronto, Toronto, Ontario, Canada.",University of Toronto
4242,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Sinai Health, Toronto, Ontario, Canada.",
4262,"Faculty of Medicine, University of Ottawa, Ottawa, Ontario, Canada.",University of Ottawa
4265,"Department of Medicine, Queen's University, Kingston, Ontario, Canada.",Queen's University
4273,"Men's Health Clinic Manitoba, University of Manitoba, Winnipeg, Manitoba",University of Manitoba
4275,"Department of Medicine, Université de Montréal, Montreal, Quebec, Canada.",Université de Montréal
4288,"Department of Medicine, Mount Sinai Hospital, Division of Nephrology, University Health Network, Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Institute of Health Policy, Management and Evaluation, University of Toronto",University of Toronto
4319,"Community-Based Research Centre, Vancouver, British Columbia, Canada.",
4320,"Department of Health Research Methodology, Evidence & Impact, McMaster University, Hamilton.",McMaster University
