,Unnamed: 0,PARENT
1641,"Duke Clinical Research Institute, School of Medicine, Duke University, Durham, North Carolina. Electronic address: myles.wolf@duke.edu.",Duke University]US
1646,"Department of Medicine, Washington University, Saint Louis, Missouri.",Washington University in St. Louis]US
1650,"Division of Abdominal Transplantation, Department of Surgery and Population Health Sciences, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
1652,"Transplant Research Center, Renal Division, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
1654,"Department of Surgery, Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.",Baylor University]US
1656,"Department of Medicine, Tulane University School of Medicine, New Orleans, LA.",Tulane University]US
1657,"Department of Medicine, Division of Nephrology, University of Nebraska Medical Center, Omaha, Nebraska, USA.",University of Nebraska]US
1658,"Center of Innovation for Complex Chronic Healthcare (CINCCH), Edward J. Hines VA Hospital, Hines, Illinois.",VA Health Systems Research]US
1661,"United Network for Organ Sharing, Richmond, Virginia, USA.",United Network for Organ Sharing]US
1663,"Department of Surgery, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
1666,"Division of Nephrology, Department of Medicine, University of California, San Francisco, California",University of California]US
1667,"Georgia Emerging Infections Program, Georgia Department of Public Health",Georgia Department of Public Health]US
1669,"Yale University School of Medicine, Department of Internal Medicine, New Haven, CT.",Yale University]US
1671,"Department of Internal Medicine, Division of Nephrology, University of Alabama at Birmingam, Birmingham, AL. Electronic address: jneyra@uabmc.edu.",University of Alabama]US
1672,"Department of Pediatrics, Stanford University School of Medicine, Stanford, California, USA.",Stanford University]US
1675,"Division of Nephrology, Department of Medicine, School of Medicine, Washington University, St. Louis, Missouri.",Washington University in St. Louis]US
1676,"Macalester College, St. Paul, Minnesota.",Macalester College]US
1677,"Duke Molecular Physiology Institute, Duke University Medical Center, Durham, North Carolina.",Duke University]US
1679,"Department of Surgery, University of Southern California, Los Angeles, CA.",University of Southern California]US
1680,"Divison of Cardiology, Department of Internal Medicine, University of Texas Southwestern Medical Center, Dallas, TX.",University of Texas]US
1686,"Novartis Pharmaceuticals, East Hanover, New Jersey.",Novartis Inc]CH
1687,"Department of Medicine, R Adams Cowley Shock Trauma Center, University of Maryland School of Medicine, Baltimore, Maryland, USA.",University of Maryland]US
1690,"Division of Cardiovascular and Thoracic Surgery, Duke University School of Medicine, Durham, North Carolina, USA",Duke University]US
1691,"Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX. Electronic address: sankar.navaneethan@bcm.edu.",VA Health Systems Research]US
1692,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Harvard University, Boston, Massachusetts.",Harvard University]US
1693,"Department of Medicine/Nephrology, Stanford University, Palo Alto, CA.",Stanford University]US
1696,"Department of Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
1697,"Department of Nephrology, Ochsner Health, New Orleans, Louisiana",Ochsner Health System]US
1700,"Division of Nephrology, Department of Medicine, University of Washington, Seattle, Washington.",University of Washington]US
1701,"Department of Epidemiology, School of Public Health and Tropical Medicine, Tulane University, New Orleans, Louisiana.",Tulane University]US
1703,"Department of Medicine, University Hospitals Cleveland Medical Center, Cleveland, Ohio.",Case Western Reserve University]US
1706,"Duke Center for Antimicrobial Stewardship and Infection Prevention, Durham, North Carolina, USA. Electronic address: Arthur.Baker@duke.edu.",Duke University]US
1709,"Baylor University Medical Center, Dallas, Texas, USA.",Baylor University]US
1712,"Department of Medicine, Renal-Electrolyte Division, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
1717,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: lturka@gmail.com.",Harvard University]US
1718,"Institute of Clinical and Translational Research, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
1720,"Section of GI Medical Oncology, Department of Medical Oncology, Houston Methodist Cancer Center, Houston, TX.",Cornell University]US
1721,"Genomic Research Alliance for Transplantation (GRAfT), Bethesda, Maryland, USA.",GRAfT]US
1722,"Division of Nephrology and Hypertension, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
1725,"Renal Electrolyte and Hypertension Division, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1728,"Division of Nephrology, Department of Medicine, Medical University of South Carolina, Charleston, South Carolina.",University of South Carolina]US
1736,"Division of Gastrointestinal and Liver Diseases, Keck School of Medicine, University of Southern California, Los Angeles, CA.",University of Southern California]US
1737,"Division of Nephrology and Hypertension, Keck School of Medicine, University of Southern California, Los Angeles, CA.",University of Southern California]US
1738,"Transplant and Compromised Host Infectious Disease Program and MGH Transplant Center, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. Electronic address: Fishman.jay@mgh.harvard.edu.",Harvard University]US
1740,"Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland, USA. Electronic address: imccull4@jhu.edu.",Johns Hopkins University]US
1741,"Emory University School of Medicine, Atlanta, Georgia",Emory University]US
1742,"Pulmonary and Critical Care Medicine, Johns Hopkins Hospital, Baltimore, Maryland, USA. Electronic address: sean.agbor-enoh@nih.gov.",Johns Hopkins University]US
1743,"Department of Veterans Affairs Medical Center, Birmingham, Alabama.",VA Health Systems Research]US
1744,"Department of Biomedical Informatics, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
1747,"Department of Emergency Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
1748,"Division of Clinical Trials and Biostatistics, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
1749,"Renal Section, Veterans Affairs Pittsburgh Healthcare System, Pittsburgh, Pennsylvania.",VA Health Systems Research]US
1750,"Department of Epidemiology and Biostatistics, University of California, San Francisco, California",University of California]US
1751,"Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford, California.",Stanford University]US
1752,"Transplant Services, Intermountain Transplant Center, Primary Children's Hospital, Salt Lake City, UT.",Intermountain Health Inc]US
1754,"Division of Blood and Marrow Transplantation, Department of Pediatrics, Masonic Cancer Center, University of Minnesota, Minneapolis, Minnesota, USA. Electronic address: blaza001@umn.edu.",University of Minnesota]US
1755,"Charles Bronfman Institute for Personalized Medicine, Icahn School of Medicine at Mount Sinai, New York, New York",Mount Sinai]US
1758,"Department of Pharmacy, University of Chicago Medicine, Chicago, Illinois, USA.",University of Chicago]US
1762,"Central Health, Austin, Texas.",Central Health]US
1764,"Positive Rhetoric LLC, Bowling Green, Kentucky, USA.",Positive Rhetoric LLC]US
1765,"Tennessee Valley Healthcare System, Nashville, Tennessee.",VA Health Systems Research]US
1766,"Division of Clinical Decision Making, Tufts Medical Center, Boston.",Tufts University]US
1767,"Division of Nephrology and Hypertension, Department of Medicine, Weill Cornell Medicine, New York, NY.",Cornell University]US
1769,"Division of Nephrology, Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA.",University of Wisconsin]US
1771,"Division of Infectious Diseases, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
1772,"Department of Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
1775,"University of Rochester School of Medicine and Dentistry, Rochester, New York. Electronic address: david_bushinsky@urmc.rochester.edu.",University of Rochester]US
1778,"Division of Digestive Health and Liver Disease, University of Miami Miler School of Medicine, Miami, Florida, USA. Electronic address: dsgoldberg@miami.edu.",University of Miami]US
1779,"Department of Medicine, Cedars-Sinai Comprehensive Transplant Center, Los Angeles, California, USA.",University of California]US
1780,"Nephrology Section, Veterans Affairs San Diego Healthcare System, San Dieg, California.",VA Health Systems Research]US
1782,"Division of Nephrology, Department of Medicine, Indiana University School of Medicine, Indianapolis, Indiana.",Indiana University]US
1783,"Center for Drug Safety and Effectiveness, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1786,"Foodsmart, San Francisco, California.",Foodsmart Inc]US
1787,"Department of Anesthesiology and Perioperative Medicine, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
1788,"Kidney Health Research Collaborative, San Francisco VA Medical Center & University of California, San Francisco",VA Health Systems Research]US
1789,"University of Chicago Medicine, Chicago, Illinois, USA.",University of Chicago]US
1791,"Department of Internal Medicine, Section on Gerontology, Wake Forest University School of Medicine, Winston-Salem, North Carolina.",Wake Forest University]US
1792,"Charles and Jane Park Center for Mineral Metabolism and Clinical Research, University of Texas Southwestern Medical Center, Dallas, TX.",University of Texas]US
1793,"Center for Global Health Ethics, Duquesne University, Pittsburgh, Pennsylvania, USA.",Duquesne University]US
1795,"Annette C. and Harold C. Simmons Transplant Institute, Baylor University Medical Center, Dallas, TX.",Baylor University]US
1796,"Division of General Internal Medicine, School of Medicine, Duke University, Durham, North Carolina. Electronic address: joseph.lunyera@duke.edu.",Duke University]US
1797,"Department of Medicine, Mayo Clinical, Rochester, Minnesota, USA.",Mayo Clinic]US
1800,"Division of Nephrology and Hypertension, Feinberg School of Medicine, Northwestern University, Chicago, Illinois",Northwestern Univerisity]US
1801,"Division of Nephrology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
1803,"Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
1805,"Department of Pathology, Columbia University Irving Medical Center, New York, New York, USA.",Columbia University]US
1806,"Section of Cardiovascular Critical Care, Department of Cardiovascular and Thoracic Surgery, West Virginia University, Morgantown, West Virginia.",West Virginia University]US
1807,"Department of Medicine, University of Chicago Medicine, Chicago, Illinois.",University of Chicago]US
1808,"Division of Liver and Transplantation Pathology, Department of Pathology, University of Pittsburgh, Pittsburgh, PA.",University of Pittsburgh]US
1816,"College of Health Professionals, Central Michigan University, Mount Pleasant, Michigan.",Central Michigan University]US
1817,"University of Maryland School of Medicine, Baltimore, Maryland, USA.",University of Maryland]US
1821,"Department of Medicine, Yale School of Medicine, New Haven, CT.",Yale University]US
1828,"Department of Cardiology, Columbia University Irving Medical Center, New York, USA.",Columbia University]US
1829,"Division of Hematology and Oncology, Department of Internal Medicine, University of California Davis School of Medicine, Sacramento, California, USA.",University of California]US
1831,"Department of Medicine, Division of Nephrology, Vagelos College of Physicians & Surgeons, Columbia University, New York, New York.",Columbia University]US
1834,"Pediatric Nephrology Department, Children's Mercy, Kansas City, Michigan, USA.",University of Kansas]US
1836,"Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.",Duke University]US
1837,"Department of Gastroenterology and Nutrition, Geisinger, Danville, Pennsylvania.",Geisinger Health]US
1838,"Department of Nephrology, University of Illinois Chicago, Chicago, Illinois, USA",University of Illinois]US
1842,"Department of Pathology, University of Alabama at Birmingham, Birmingham, Alabama, USA.",University of Alabama]US
1853,"Division of Nephrology, Department of Medicine, Columbia University Vagelos College of Physicians and Surgeons, New York, New York",Columbia University]US
1854,"Department of Internal Medicine, UT Southwestern Medical Center, Dallas, Texas.",University of Texas]US
1858,"Philadelphia Department of Public Health, Philadelphia, Pennsylvania.",City of Philadelphia]US
1862,"Miller School of Medicine, University of Medicine, Florida, USA.",University of Miami]US
1868,"American Society of Nephrology, Washington, DC.",American Society of Nephrology]US
1869,"Department of Surgery, Comprehensive Transplant Center, Northwestern University, Chicago, Illinois, USA. Electronic address: a-tambur@northwestern.edu.",Northwestern Univerisity]US
1871,"Division of Surgical Oncology, Massachusetts General Hospital Cancer Center and Harvard Medical School, Boston, Massachusetts.",Harvard University]US
1872,"Comprehensive Transplant Center, Northwestern University, Chicago, Illinois, USA.",Northwestern Univerisity]US
1875,"Otsuka Pharmaceutical Development & Commercialization, Rockville, Maryland.",Otsuka Inc]JP
1878,"Department of Surgery, University of North Carolina School of Medicine, Chapel Hill, North Carolina, USA.",University of North Carolina]US
1879,"Transplant Translational Research, Arkana Laboratories, Arkansas, USA.",Arkana Labs Inc]US
1882,"Section of General Internal Medicine, Department of Internal Medicine, Yale University School of Medicine, New Haven, Connecticut.",Yale University]US
1883,"Division of Abdominal Organ Transplantation and Hepatobiliary Surgery, Department of Surgery, Portland, Oregon, USA.",
1884,"Division of Nephrology, Department of Medicine, University of California, San Francisco, San Francisco, California",University of California]US
1886,"Department of Medicine, Department of Epidemiology, and Welch Center for Prevention, Epidemiology, and Clinical Research, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1888,"eGenesis Bio, Cambridge, Massachusetts, USA.",eGenesis Inc]US
1889,"Laboratory of Immunoregulation, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA. Electronic address: chertowd@cc.nih.gov.",National Institutes of Health]US
1892,"Laboratory Medicine and Pathology, University of Washington School of Medicine, Seattle, Washington, USA",University of Washington]US
1893,"Indiana University School of Medicine, Indianapolis, Indiana.",Indiana University]US
1896,"Division of Nephrology, UAB Heersink School of Medicine, Birmingham, Alabama.",Univeristy of Alabama]US
1898,"Division of Nephrology, Department of Medicine, University of Illinois at Chicago, Chicago, Illinois.",University of Illinois]US
1902,"Department of Pharmacotherapy, College of Pharmacy and Pharmaceutical Sciences, Washington State University, Spokane, Washington.",Washington State University]US
1903,"Division of Gastroenterology and Hepatology, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
1907,"William B. Schwartz Division of Nephrology, Boston, Massachusetts. Electronic address: seda.babroudi@tuftsmedicine.org.",Tufts University]US
1911,"Department of Internal Medicine, UNMC, Omaha, Nebraska, USA.",University of Nebraska System]US
1912,"Clinical Research Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, USA",Fred Hutchinson]US
1913,"Division of Clinical Trials and Biostatistics, Mayo Clinic, Rochester, Minnesota, USA.",Mayo Clinic]US
1914,"Division of Nephrology and Hypertension, School of Medicine, Wayne State University, Detroit, Michigan.",Wayne State University]US
1916,"Department of Epidemiology, Tulane University School of Public Health and Tropical Medicine, New Orleans, Louisiana.",Tulane University]US
1917,"Division of Pediatric Nephrology, Dialysis and Transplantation, Stead Family Department of Pediatrics, University of Iowa, Iowa City, Iowa.",University of Iowa]US
1919,"Department of Medicine, Division of Nephrology, Hennepin Healthcare, Minneapolis, Minnesota.",University of Minnesota]US
1923,"Division of Nephrology, University of Maryland School of Medicine, Baltimore, Maryland.",University of Maryland]US
1924,"Nell Hodgson Woodruff School of Nursing, Emory University, Atlanta, Georgia.",Emory University]US
1925,"Research on Ethics, Aging, and Community Health (REACH Lab), Medford, Massachusetts. Electronic address: keren.ladin@tufts.edu.",Tufts University]US
1926,"Miami Transplant Institute, University of Miami, Miami, FL.",University of Miami]US
1930,"Renal, Electrolyte and Hypertension Division, Department of Medicine, Department of Biostatistics, Epidemiology and Informatics, Center for Clinical Epidemiology and Biostatistics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1931,"Department of Ophthalmology and Visual Sciences, W.K. Kellogg Eye Center, University of Michigan, Ann Arbor, MI.",University of Michigan]US
1933,"Division of Nephrology-Hypertension, University of California, San Diego, La Jolla",University of California]US
1934,"Department of Epidemiology, Tulane School of Public Health and Tropical Medicine, New Orleans, Louisiana.",Tulane University]US
1937,"Kidney Disease Section, Kidney Diseases Branch, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland.",National Institutes of Health]US
1943,"Department of Surgery, Division of Transplant and Hepatobiliary Surgery, University of California San Diego, San Diego, California, USA.",University of California]US
1944,"Department of Immunology, Duke University, Durham, North Carolina, USA.",Duke University]US
1946,"AstraZeneca, Wilmington, Delaware.",AstraZeneca Inc]GB
1949,"Department of Surgery, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",Northwestern Univerisity]US
1950,"Department of Medicine, Division of Nephrology, Tufts Medical Center, Boston, Massachusetts. Electronic address: Lesley.Inker@tuftsmedicine.org.",Tufts University]US
1951,"Department of Outcomes Research, Anesthesiology Institute, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
1953,"Division of Nephrology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD.",Johns Hopkins University]US
1954,"Department of Pediatrics, University of Rochester Medical Center, Rochester, New York.",University of Rochester]US
1955,"Department of Pathology and Laboratory Medicine, Indiana University School of Medicine, Indianapolis, IN, USA.",Indiana University]US
1957,"Patient Advocate, Middle Town, WI.",Patient Advocate]US
1958,"University of North Carolina Kidney Center, Chapel Hill, North Carolina.",University of North Carolina]US
1959,"Department of Pathology and Laboratory Medicine, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
1961,"Center for Global Health, Department of Medicine, Weill Cornell Medicine, New York, New York.",Cornell University]US
1963,"Division of Gastroenterology, Hepatology and Nutrition, Children's Hospital Los Angeles, Los Angeles, California, USA.",University of Southern California]US
1967,"Department of Cellular Biology and Anatomy, Medical College of Georgia at Augusta University and Charlie Norwood VA Medical Center, Augusta, Georgia.",VA Health Systems Research]US
1969,"Division of Neonatal Medicine, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
1970,"National Institute of Allergy and Infectious Disease, Rockville, Maryland, USA.",National Institutes of Health]US
1971,"Kidney Research Institute and Division of Nephrology, University of Washington, Seattle, WA.",University of Washington]US
1977,"Department of Medicine, The Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",Johns Hopkins University]US
1979,"Department of Epidemiology and Biostatistics, University of California San Francisco, San Francisco, California.",University of California]US
1980,"Department of Biostatistics, School of Public Health, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
1981,"Department of Medicine, Stanford University, Stanford, California, USA.",Stanford University]US
1989,"Division of Gastroenterology and Hepatology, University of Iowa Carver College of Medicine, Iowa City, Iowa, USA. Electronic address: tomohiro-tanaka@uiowa.edu.",University of Iowa]US
1991,"Department of Medicine, Division of Nephrology, Sidney Kimmel Medical College, Thomas Jefferson University Hospital, Philadelphia, PA.",Thomas Jefferson University]US
1992,"Division of Hematology/Medical Oncology, Tisch Cancer Institute, Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
1995,"Department of Pathology and Cell Biology, Columbia University, New York, New York.",Columbia University]US
1998,"William B. Schwartz Division of Nephrology, Boston, Massachusetts.",Tufts University]US
1999,"Division of Abdominal Transplant Surgery, MedStar Georgetown University Hospital, Washington, District of Columbia, USA.",Georgetown University]US
2002,"Morehouse School of Medicine, Atlanta, Georgia.",Morehouse School of Medicine]US
2007,"Welch Center for Prevention, Epidemiology, and Clinical Research, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
2009,"Division of Abdominal Transplant Surgery,Duke University,Durham,North Carolina,USA.",Duke University]US
2010,"School of Medicine, Indiana University, Indianapolis, Indiana.",Indiana University]US
2014,"Kidney Health Research Collaborative and Division of Nephrology, Department of Medicine, University of California, San Francisco, San Francisco, California",University of California]US
2015,"University of Minnesota, Minneapolis, Minnesota.",University of Minnesota]US
2017,"Department of Radiology-Interventional, University of Colorado School of Medicine, Aurora, Colorado, USA.",University of Colorado]US
2019,"Tufts Clinical and Translational Science Institute, Tufts University, Boston, Massachusetts.",Tufts University]US
2020,"Department of of Internal Medicine and Iowa Institute of Human Genetics, University of Iowa Carver College of Medicine, Iowa City, Iowa, USA",University of Iowa]US
2021,"Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA.",University of Pennsylvania]US
2023,"Division of Hematology, Department of Medicine, School of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.",University of North Carolina]US
2026,"Department of Vascular and Interventional Radiology, University of Cincinnati College of Medicine, Cincinnati, Ohio, USA.",University of Cincinnati]US
2027,"Department of Medicine, School of Medicine, Duke University, Durham, North Carolina",Duke University]US
2029,"Rocky Mountain Pediatric Kidney Center, Rocky Mountain Hospital for Children at Presbyterian/St. Luke's Medical Center, Denver, Colorado.",Prebyterian/St. Luke's Medical Center]US
2032,"Department of Genetics, Stanford University School of Medicine, Stanford, California.",Stanford University]US
2035,"Division of Nephrology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, and Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2043,"Department of Medicine and Epidemiology, Rutgers Robert Wood Johnson Medical School and School of Public Health, New Brunswick, New Jersey.",Rutgers University]US
2044,"Cancer Innovation Laboratory, Center for Cancer Research, National Cancer Institute and the Basic Research Program, Frederick National Laboratory, Frederick, MD.",National Institutes of Health]US
2046,"Section of Cardio-Oncology and Immunology, University of California San Francisco, San Francisco, California, USA.",University of California]US
2047,"Department of Pharmacology, Vanderbilt University Medical Center, Nashville, Tennessee, USA.",Vanderbilt University]US
2052,"Department of Medicine, University of Chicago Medicine, Chicago, IL, USA.",University of Chicago]US
2053,"Division of Nephrology and Transplantation, Department of Medicine, University of Washington Medical Center, Seattle, Washington, USA.",University of Washington]US
2054,"Division of Pulmonary and Critical Care, Department of Medicine, University of California, San Francisco, California, USA",University of California]US
2057,"Colorado Coagulation, Laboratory Corporation of America, Englewood, Colorado.",Labcorp Inc]US
2058,"Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland",Johns Hopkins University]US
2059,"University of North Carolina, Chapel Hill, and Duke Children's Hospital Medical Center, Durham, North Carolina. Electronic address: dhrutich@email.unc.edu.",Duke University]US
2060,"Nephrology Division, New York University Langone Medical Center, New York.",New York University]US
2064,"David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, California.",University of California]US
2067,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: IROSALES@mgh.harvard.edu.",Harvard University]US
2068,"David Geffen School of Medicine at University of California, Los Angeles, California, Los Angeles, California.",University of California]US
2069,"Division of Pulmonary and Critical Care Medicine, University of Maryland Medical Center, Baltimore, Maryland, USA.",University of Maryland]US
2070,"Katz Family Division of Nephrology and Hypertension, University of Miami Miller School of Medicine, Miami, Florida.",University of Miami]US
2073,"Department of Internal Medicine, University of Arizona, Tucson, Arizona.",University of Arizona]US
2074,"Committee on Genetics, Genomics and Systems Biology, University of Chicago, Chicago, Illinois, USA.",University of Chicago]US
2075,"Department of Pediatrics, School of Medicine, Washington University, St. Louis, Missouri",Washington University in St. Louis]US
2079,"Utah Transplant Affiliated Hospitals (UTAH) Heart Transplant Network, Intermountain Central Laboratory, Salt Lake City, Utah, USA. Electronic address: dylan.miller@imail.org.",Intermountain Health Inc]US
2082,"Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2086,"Division of Nephrology, Massachusetts General Hospital, Boston, Massachusetts.",Harvard University]US
2088,"Cardiology Section, Veterans Affairs San Diego Healthcare System, San Diego, CA.",VA Health Systems Research]US
2089,"Veloxis Pharmaceuticals, Cary, North Carolina, USA.",Veloxis Pharma Inc]DK
2090,"Brown Center for Evidence Synthesis in Health, Brown School of Public Health, Brown University, Providence, Rhode Island.",Providence Health Inc]US
2091,"Department of Health Policy, Stanford University, Stanford, California.",Stanford University]US
2093,"Division of Gastroenterology and Hepatology, Department of Medicine, University of California-San Francisco, San Francisco, CA.",University of California]US
2095,"Division of Pediatric Nephrology, Department of Pediatrics, Emory University School of Medicine and Children's Healthcare of Atlanta, Atlanta, Georgia.",Emory University]US
2097,"Eloxx Pharmaceuticals, Watertown, Massachusetts.",Eloxx Pharma Inc]US
2105,"Department of Medicine, Renal-Electrolyte Hypertension Division, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2106,"Division of General Internal Medicine, Department of Medicine, Mayo Clinic, Rochester, Minnesota, USA.",Mayo Clinic]US
2109,"Transplant Center, Department of Surgery, Massachusetts General Hospital, Boston, MA.",Harvard University]US
2110,"Center for Biomedical Informatics, Regenstrief Institute, Indianapolis, Indiana",Regenstrief]US
2111,"Department of Internal Medicine, Division of Nephrology, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
2114,"Division of Nephrology and Hypertension, University of Minnesota, Minneapolis, Minnesota.",University of Minnesota]US
2118,"Department of Medicine, Division of Cardiovascular Medicine, VA Palo Alto Health Care System, Palo Alto, California.",VA Health Systems Research]US
2120,"Division of Cardiothoracic Surgery, Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA. Electronic address: varunpuri@wustl.edu.",Washington University in St. Louis]US
2121,"Department of Inflammation and Immunity, Lerner Research Institute, Cleveland Clinic, Cleveland, OH.",Case Western Reserve University]US
2123,"Division of Nephrology, Department of Medicine, The Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
2126,"Pediatric Critical Care and Liver ICU, Baylor College of Medicine, Texas Children's Hospital, Houston, Texas, USA.",Baylor College of Medicine]US
2131,"Division of Transplantation, Department of Surgery, UWHealth Transplant Center, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA.",University of Wisconsin]US
2133,"Stanford University Medical Center , Stanford, California.",Stanford University]US
2134,"Division of Pulmonary, Allergy and Critical Care, Department of Medicine, Duke University Medical Center, Durham, North Carolina.",Duke University]US
2135,"Division of Cardiac Surgery,Department of Surgery,The Ohio State University Wexner Medical Center,Columbus,Ohio,USA.",Ohio State University]US
2136,"Tufts Clinical and Translational Science Institute, Tufts University, Boston, MA",Tufts University]US
2139,"Division of Kidney Diseases and Hypertension, George Washington University, Washington, DC.",George Washington University]US
2141,"Department of Population Health Sciences, Duke University, Duke University, Durham, NC, USA. Electronic address: lisa.mcelroy@duke.edu.",Duke University]US
2142,"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University Baltimore, Maryland",Johns Hopkins University]US
2143,"Departments of Surgery and Epidemiology, University of Colorado Anschutz Medical College, Aurora, Colorado.",University of Colorado]US
2145,"Center for the Study of Aging and Human Development (the Aging Center), Duke University, Durham, North Carolina",Duke University]US
2148,"Division of Nephrology, Baylor College of Medicine, Houston, Texas.",Baylor College of Medicine]US
2149,"Department of Medicine, Division of Cardiology, Columbia University Irving Medical Center.",Columbia University]US
2150,"Kidney Health Research Collaborative, Department of Medicine, San Francisco VA Health Care System and University of California, San Francisco, California.",VA Health Systems Research]US
2151,"Renal Research Institute, New York and Institute of Molecular Biology and Genetics (Biogem), Ariano Irpino, Italy.",Renal Research Institute]US
2153,"Kaiser Permanente Center for Health Research, Portland, Oregon.",Kaiser Permanente]US
2157,"Division of Cardiology, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
2160,"Department of Radiology, Mayo Clinic, Rochester, Minnesota. Electronic address: amurray@bermancenter.org.",Mayo Clinic]US
2165,"Duke Center for Antimicrobial Stewardship and Infection Prevention, Durham, North Carolina, USA.",Duke University]US
2166,"Department of Public Health & Community Medicine, School of Medicine, Tufts University, Boston.",Tufts University]US
2168,"Columbia Center for Translational Immunology, Columbia University Medical Center, Department of Medicine, Department of Surgery, Department of Microbiology & Immunology, Columbia University, New York, NY.",Columbia University]US
2170,"Division of Healthcare Delivery Science & Innovation and Division of Nephrology & Hypertension, Weill Cornell Medicine, New York, New York.",Cornell University]US
2171,"Pediatric Nephrology Department, University of Alabama, Birmingham, Alabama, USA.",University of Alabama]US
2172,"University of Texas Health, San Antonio, Texas, USA.",University of Texas]US
2175,"Division of Nephrology, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
2176,"Department of Surgery, University of Illinois-Chicago, Chicago, Illinois, USA.",University of Illinois]US
2177,"Division of Nephrology, Department of Medicine, Columbia University College of Physicians and Surgeons, New York, New York.",Columbia University]US
2180,"Department of Pharmacy Practice and Science, University of Kentucky College of Pharmacy, Lexington, Kentucky.",University of Kentucky]US
2182,"Medstar Georgetown Transplant Institute, Washington, District of Columbia, USA.",Georgetown University]US
