,Unnamed: 0,PARENT
1053,"Department of Biostatistics, University of Iowa College of Public Health, Iowa City, Iowa, USA.",University of Iowa]US
1057,"Comprehensive Transplant Center, Northwestern University, USA.",Northwestern Univerisity]US
1059,"Oregon Clinical & Translational Research Institute, Oregon Health & Science University, Portland, Oregon.",Oregon Health and Science University]US
1060,"REACH/Dialysis Clinic, Inc., Nashville, Tennessee.","REACH/Dialysis Clinic, Inc.]US"
1063,"Department of Surgery, Baystate Medical Center Springfield, Massachusetts, Massachusetts, USA.",Baystate Health]US
1064,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
1065,"Virginia Commonwealth University, Richmond, Virginia.",Virginia Commonwealth University]US
1066,"Center of Innovation to Accelerate Discovery and Practice Transformation, Durham Veterans Affairs Medical Center, Durham, North Carolina.",VA Health Systems Research]US
1070,"Division of Transplantation, Department of Surgery, University of Wisconsin Madison, Madison, Wisconsin. Electronic address: cthiessen@wisc.edu.",University of Wisconsin]US
1071,"Division of Transplantation, Department of Surgery, Emory University School of Medicine, Atlanta, Georgia, USA",Emory University]US
1076,"Department of Medical Social Sciences, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
1077,"Department of Biostatistics, Epidemiology, and Informatics, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1078,"Division of Hematology-Oncology, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
1082,"Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
1083,"Center for Kidney Health Research, Departments of Population Health Sciences and Nephrology, Geisinger, Danville, Pennsylvania. Electronic address: achang@geisinger.edu.",Geisinger Health]US
1084,"Department of Physiology and Biochemical Engineering Robert and Arlene Kogod Center on Aging, Mayo Clinic, Rochester, Minnesota, USA",Mayo Clinic]US
1088,"University of Rochester School of Medicine and Dentistry, Rochester, New York.",University of Rochester]US
1093,"Department of Medicine, NYU Grossman School of Medicine, New York, NY.",New York University]US
1096,"Department of Medicine, Division of Nephrology, University of California San Francisco, San Francisco, CA",University of California]US
1106,"Department of Nursing, University of Alabama Huntsville, Huntsville, AL, USA.",University of Alabama]US
1109,"Department of Population Health Sciences, School of Medicine, Duke University, Durham, North Carolina",Duke University]US
1110,"Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
1111,"Department of Internal Medicine, Division of Biomedical Informatics, University of Kentucky, Lexington, KY",University of Kentucky]US
1112,"Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.",University of Pennsylvania]US
1116,"William B. Schwartz Division of Nephrology, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
1123,"William J. von Lie to the big Center for Transplantation and Clinical Regeneration, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
1126,"Kidney Research Institute, University of Washington, Seattle, Washington.",University of Washington]US
1129,"Division of Infectious Diseases, University of Alabama at Birmingham, Birmingham, Alabama, USA.",University of Alabama]US
1132,"University Hospitals Cleveland Medical Center, Case Western Reserve University, Cleveland, Ohio",Case Western Reserve University]US
1133,"Center for Transplantation Sciences, Massachusetts General Hospital, Boston, Massachusetts, USA",Harvard University]US
1136,"Division of Hematology, Oncology, and Palliative Care, Department of Medicine, University of Wisconsin Madison, Madison, Wisconsin.",University of Wisconsin]US
1137,"Department of Epidemiology, Tulane University, New Orleans, Louisiana.",Tulane University]US
1139,"Duke Clinical Research Institute, Durham, North Carolina.",Duke University]US
1141,"Division of Nephrology-Hypertension, University of California-San Diego, San Diego, California",University of California]US
1142,"Smidt Heart Institute, Cedars-Sinai Medical Center, Beverly Hills, California, USA.",University of California]US
1143,"Johns Hopkins Immunogenetics Laboratory, Baltimore, Maryland, USA.",Johns Hopkins University]US
1144,"Transplant Infectious Disease Program and Transplant Center, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
1147,"Division of Nephrology and Hypertension, School of Medicine, Wayne State University, Detroit, MI.",Wayne State University]US
1156,"Department of Biomedical Informatics, Columbia University Irving Medical Center, New York, New York",Columbia University]US
1157,"Welch Center for Prevention, Epidemiology, and Clinical Research, Johns Hopkins University, Johns Hopkins University School of Medicine, Baltimore, Maryland",Johns Hopkins University]US
1159,"Department of Pharmacy and Therapeutics, University of Pittsburgh School of Pharmacy, Pittsburgh, Pennsylvania",University of Pittsburgh]US
1160,"Department of Clinical Pharmacy, University of California, San Francisco, CA.",University of California]US
1163,"Division of Hospital Medicine, University of California, Davis, Sacramento. Electronic address: sbascher@ucdavis.edu.",University of California]US
1164,"Division of Endocrinology, Diabetes, Metabolism, and Nutrition, Department of Medicine, Mayo Clinic, Rochester, Minnesota, USA.",Mayo Clinic]US
1166,"Weill Cornell Medicine - New York Presbyterian Hospital, New York, New York, USA.",Cornell University]US
1167,"Division of Abdominal Transplant Surgery, Department of Surgery, School of Medicine, Duke University, Durham, NC.",Duke University]US
1168,"Division of Abdominal Organ Transplantation and Hepato-Biliary and Pancreatic Surgery, Keck School of Medicine, University of Southern California, Los Angeles, California, USA.",University of Southern California]US
1170,"Division of General Internal Medicine, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
1171,"Department of Medicine, School of Medicine, University of Maryland, Baltimore, Maryland.",University of Maryland]US
1172,Colorado Department of Public Health & Environment.,Colorado Department of Public Health & Environment]US
1176,"Division of Cardiovascular Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, USA",Vanderbilt University]US
1178,"Department of Medicine, Duke University Medical Center, Durham, North Carolina.",Duke University]US
1179,"Pathology & Cell Biology, Columbia University Irving Medical Center, New York, USA.",Columbia University]US
1180,"Department of Pediatrics, Division of Nephrology, University of Michigan, Ann Arbor, MI, 48104, USA.",University of Michigan]US
1181,"Department of Plastic and Reconstructive Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",Johns Hopkins University]US
1182,"Division of Kidney, Urologic, and Hematologic Diseases, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland.",National Institutes of Health]US
1183,"Department of Surgery, University of Maryland, Baltimore, Maryland.",University of Maryland]US
1184,"Division of Nephrology, Tufts Medical Center, Tufts University School of Medicine, Boston, Massachusetts. Electronic address: rperrone@tuftsmedicalcenter.org.",Tufts University]US
1187,"Department of Quantitative Health Sciences, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
1188,"Renal-Electrolyte Division, Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
1189,"Division of Nephrology, Rush University Medical Center, Chicago, Illinois.",Rush University]US
1190,"Department of Medicine, Division of Nephrology, Tufts University, Boston, Massachusetts.",Tufts University]US
1192,"Division of Nephrology, University of Illinois at Chicago, Chicago, Illinois.",University of Illinois]US
1195,"Mouse Behavior Core, Department of Genetics, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
1196,"Department of Transplant,Mayo Clinic Florida,Jacksonville,Florida,USA. Electronic address: croome.kristopher@mayo.edu.",Mayo Clinic]US
1198,"Division of Research, Kaiser Permanente Northern California, Oakland, California",Kaiser Permanente]US
1199,"Department of Pediatrics and Medicine, University of Minnesota, Minneapolis, Massachusetts.",University of Minnesota]US
1200,"Division of High-Consequence Pathogens and Pathology, National Center for Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Atlanta, Georgia, USA.",CDC]US
1201,"Cardiology Division, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts.",Harvard University]US
1206,"Department of Surgery/Transplant, Yale University School of Medicine, New Haven, CT.",Yale University]US
1207,"Center for Precision Medicine and Genomics, Department of Medicine, Columbia University, New York City, New York, USA.",Columbia University]US
1208,"Division of Pulmonary, Allergy and Critical Care Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, USA.",University of Pennsylvania]US
1210,"School of Medicine, University of Colorado, Aurora, Colorado.",University of Colorado]US
1211,"Department of Medicine, Stanford Center for Clinical Research, Palo Alto, CA.",Stanford University]US
1212,"Department of Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",Johns Hopkins University]US
1213,"Department of Plastic and Reconstructive Surgery, Morsani College of Medicine, University of South Florida, Tampa, Florida, USA.",University of South Florida]US
1220,"Veterans Affairs Health Services Research and Development Center for Innovations in Quality, Effectiveness and Safety, Houston, Texas.",VA Health Systems Research]US
1222,"Public Health Division, Oregon Health Authority.",Oregon Health Authority]US
1223,"Division of Infectious Diseases, University of California, San Francisco, California, USA.",University of California]US
1224,"Valley Children's Healthcare, Madera, California.",Stanford University]US
1226,"Division of Renal Diseases and Hypertension, George Washington University, Washington, DC.",George Washington University]US
1227,"Section of Cardiovascular Research, Department of Medicine, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
1228,"Department of Surgery, Thomas E. Starzl Transplantation Institute, University of Pittsburgh, Pittsburgh, Pennsylvania.",University of Pittsburgh]US
1233,"University of Maryland Medical Center, Baltimore, Maryland, USA. Electronic address: mary.lin@som.umaryland.edu.",University of Maryland]US
1235,"Geriatric Research and Education Clinical Center, Palo Alto VA Health Care System, Palo Alto, California.",VA Health Systems Research]US
1238,"Brown and Toland, Oakland, California.",Brown and Toland]US
1239,"Department of Pediatrics, School of Medicine, Emory University, Atlanta, Georgia",Emory University]US
1241,"Department of Radiology, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
1245,"Department of Population Health, New York University Grossman School of Medicine, New York, New York, USA.",New York University]US
1246,"Division of Nephrology, Department of Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin, USA. Electronic address: blm@medicine.wisc.edu.",University of Wisconsin]US
1251,"Center for Health Services and Outcomes Research, Feinberg School of Medicine, Northwestern University, Chicago, Illinois",Northwestern Univerisity]US
1254,"Department of Pulmonary Medicine, Cleveland Clinic, Cleveland, Ohio, USA.",Case Western Reserve University]US
1255,"Vector Psychometric Group, LLC, Chicago, Illinois.",Vector Psychometric Group LLC]US
1256,"Division of Nephrology, Department of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1258,"Department of Medicine, University of California-San Francisco, San Francisco, California.",University of California]US
1260,"Department of Human Genetics, Emory University School of Medicine, Atlanta, Georgia.",Emory University]US
1261,"Department of Medicine, Division of Nephrology, New York University School of Medicine, NYU Langone Health, New York, New York.",New York University]US
1263,"Division of Renal Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston Massachusetts.",Harvard University]US
1264,"NewYork-Presbyterian Hospital, New York, New York.",Cornell University]US
1265,"Davita, Inc., Denver, Colorado.",DaVita Inc]US
1266,"Department of Pathology and Immunology, Baylor College of Medicine, Texas Children's Hospital, Houston, Texas, USA.",Baylor College of Medicine]US
1268,"Intermountain Health, Murray, Utah.",Intermountain Health Inc]US
1269,"Department of Nephrology and Hypertension, Glickman Urological and Kidney Institute, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
1271,"Division of Organ Transplantation, Department of Surgery, University of Massachusetts, UMass Memorial Hospital, University of Massachusetts, Worcester, MA.",University of Massachusetts]US
1273,"Department of Surgery, University of Pittsburgh Medical Center Children's Hospital of Pittsburgh, Pittsburgh, PA.",University of Pittsburgh]US
1275,"Department of Physiology and Hypertension and Renal Center, Tulane University, New Orleans, Louisiana, USA.",Tulane University]US
1277,"Division of Infectious Disease, Department of Pediatrics, Baylor College of Medicine, Texas Children's Hospital, Houston, Texas, USA.",Baylor College of Medicine]US
1278,"Section of Nephrology, Department of Medicine, Yale School of Medicine, New Haven, Connecticut.",Yale University]US
1279,"Department of Pathology, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
1280,"Center for Clinical Epidemiology and Biostatistics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1281,"Department of Pharmaceutical Care and Health Systems , University of Minnesota College of Pharmacy , Minneapolis , Minnesota.",University of Minnesota]US
1282,"Divisions of General Internal Medicine and Nephrology and Department of Population Health Science, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
1283,"UNC Kidney Center, Division of Nephrology and Hypertension, Department of Medicine, School of Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.",University of North Carolina]US
1286,"Division of Transplantation, Department of Surgery, Medical College of Wisconsin, Milwaukee, WI.",Medical College of Wisconsin]US
1287,"Division of Nephrology, Nationwide Children's Hospital, Columbus, Ohio.",Ohio State University]US
1288,"MacLean Center for Clinical Medical Ethics, University of Chicago, Chicago, Illinois, USA.",University of Chicago]US
1291,"Department of Dermatology, Vanderbilt University Medical Center, Nashville, Tennessee.",Vanderbilt University]US
1293,"Department of Surgery, University of Maryland School of Medicine, Baltimore, Maryland, USA.",University of Maryland]US
1296,"Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, USA.",Vanderbilt University]US
1300,"Department of Medicine, Johns Hopkins, Baltimore, Maryland.",Johns Hopkins University]US
1304,"Division of Public Health Sciences, Department of Surgery, Washington University School of Medicine, St. Louis, Missouri, USA.",Washington University in St. Louis]US
1305,"Department of Surgery, University of California San Diego, San Diego, California, USA.",University of California]US
1306,"Center for Transplantation Sciences, Department of Surgery, Massachusetts General Hospital, Boston, Massachusetts, USA",Harvard University]US
1307,"Department of Sociology, Western Washington University, Bellingham, Washington, USA.",Western Washington University]US
1310,"Department of Immunology, Duke University School of Medicine, Durham, North Carolina, USA.",Duke University]US
1315,"Department of Epidemiology, Human Genetics, and Environmental Sciences, The University of Texas Health Science Center at Houston, Houston, Texas.",University of Texas]US
1321,"Department of Cardiology, Baylor University Medical Center, Dallas, Texas, USA.",Baylor University]US
1322,"Division of Transplant Surgery, Department of Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",Harvard University]US
1323,"Department of Internal Medicine, Saint Louis University, St. Louis, Missouri.",Saint Louis University]US
1324,"Kidney Health Research Institute, Geisinger Health, Danville, Pennsylvania.",Geisinger Health]US
1329,"Department of Pathology, Massachusetts General Hospital, Boston, Massachusetts, USA. Electronic address: rmakar@mgh.harvard.edu.",Harvard University]US
1332,"Department of Medicine, Drexel University College of Medicine, Philadelphia, Pennsylvania",Drexel University]US
1337,"Department of Medicine, Division of Nephrology, Vagelos College of Physicians and Surgeons and Department of Medicine, Mailman School of Public Health, Columbia University, New York, New York.",Columbia University]US
1338,"Department of Medicine, Emory University, Atlanta, Georgia. Electronic address: laura.plantinga@emory.edu.",Emory University]US
1341,"Stanford University School of Medicine, Stanford, California.",Stanford University]US
1343,"Transplant Institute, NYU Langone Health, New York, USA.",New York University]US
1345,"Department of Medicine, University of Maryland School of Medicine, Maryland, USA.",University of Maryland]US
1346,"Division of Infectious Diseases, University of California, San Francisco, California, USA. Electronic address: shereen.katrak@cdph.ca.gov.",University of California]US
1349,"Yale School of Medicine/Yale New Haven Health System, New Haven, Connecticut.",Yale University]US
1351,"Departments of Medicine, Stanford University and VA Palo Alto HCS, Palo Alto, California.",Stanford University]US
1352,Michigan Department of Health & Human Services.,Michigan Department of Health and Human Services]US
1358,"Renal Division, Brigham and Women's Hospital, Boston, Massachusetts.",Harvard University]US
1359,"Center for Abdominal Transplantation, Saint Louis University School of Medicine, St. Louis, Missouri.",Saint Louis University]US
1360,"Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.",Johns Hopkins University]US
1361,"Department of Surgery, Comprehensive Transplant Center, Northwestern University, Chicago, Illinois, USA.",Northwestern Univerisity]US
1362,"Institute for Clinical and Translational Science, The University of Iowa, Iowa City, Iowa.",University of Iowa]US
1365,"Duke Clinical Research Institute, Population Health Sciences, Durham, North Carolina, USA.",Duke University]US
1370,"Division of Gastroenterology and Hepatology, Mayo Clinic College of Medicine and Science, Rochester, Minnesota.",Mayo Clinic]US
1372,"Department of Medicine, Division of Cardiology, University of California San Diego, San Diego, California, USA.",University of California]US
1373,"University of California Los Angeles David Geffen School of Medicine, Los Angeles, California.",University of California]US
1374,"South Texas Renal Care Group, San Antonio, Texas.",South Texas Renal Care]US
1376,"Division of Pediatric Nephrology, Department of Pediatric, NewYork-Presbyterian Morgan Stanley Children's Hospital, Columbia University Irving Medical Center, New York, New York.",Cornell University]US
1377,"Division of Surgical Transplantation, University of Texas Southwestern Medical Center, Dallas, TX.",University of Texas]US
1378,"Department of Pathology and Laboratory Medicine, Emory University, USA.",Emory University]US
1381,"Department of Pediatrics, School of Medicine, University of Washington, Seattle, Washington. Electronic address: joseph.flynn@seattlechildrens.org.",University of Washington]US
1383,"Division of Research, Kaiser Permanente Northern California, Oakland, California.",Kaiser Permanente]US
1385,"Herbert Wertheim School of Public Health and Human Longevity Science, University of California-San Diego, San Diego, California.",University of California]US
1388,"Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.",University of Pittsburgh]US
1393,"Division of Nephrology, Johns Hopkins University School of Medicine, Baltimore, Maryland.",Johns Hopkins University]US
1394,"Department of Pathology and Laboratory Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.",University of North Carolina]US
1395,"Institute for Clinical Research and Health Policy Studies, Biostatistics, Epidemiology, and Research Design Center, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
1397,"Department of Surgery, University of Michigan School of Medicine, Ann Arbor, Michigan, USA.",University of Michigan]US
1398,"Division of Nephrology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.",Johns Hopkins University]US
1400,"Department of Surgery University of Colorado, Anschutz Medical Campus, Aurora, Colorado, USA",University of Colorado]US
1401,"Atlanta Veterans Affairs Medical Center, Decatur, Georgia.",VA Health Systems Research]US
1402,"University of Maryland Medical Center, Baltimore, Maryland, USA.",University of Maryland]US
1405,"Department of Internal Medicine, Gastroenterology and Hepatology, University of Iowa, Iowa City, IA.",University of Iowa]US
1407,"Cardiovascular Division, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts.",Harvard University]US
1408,"Department of Medicine, Duke University, Durham, North Carolina.",Duke University]US
1409,"Division of Pulmonary and Critical Care, Department of Medicine, University of California, San Francisco, California, USA. Electronic address: jon.singer@ucsf.edu.",University of California]US
1410,"Department of Surgery, NYU Grossman School of Medicine and NYU Langone Health, New York, New York.",New York University]US
1415,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1417,"Division of Renal Diseases and Hypertension, Polycystic Kidney Disease Program, University of Colorado Anschutz Medical Campus, Aurora, Colorado.",University of Colorado]US
1419,"Department of Medicine, Section of Rheumatology, University of Chicago, Chicago, Illinois, USA.",University of Chicago]US
1421,"Division of Nephrology, Department of Internal Medicine, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
1423,"Department of Medicine and Department of Epidemiology, Biostatistics and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1424,"Division of Kidney, Urologic, and Hematologic Diseases, National Institutes of Health, National Institute of Diabetes and Digestive and Kidney Diseases, Bethesda, Maryland.",National Institutes of Health]US
1426,"Department of Computational Medicine & Bioinformatics, and Division of Nephrology, Department of Internal Medicine, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
1436,"Department of Urology, University of Toledo Medical Center, Toledo, Ohio, USA.",University of Toledo]US
1437,"Renal-Electrolyte and Hypertension Division, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.",University of Pennsylvania]US
1438,"Transplant Infectious Diseases, NYU Langone Transplant Institute and NYU Grossman School of Medicine, New York, New York, USA.",New York University]US
1439,"Department of Medicine, Renal Division, Brigham and Women's Hospital, Boston, Massachusetts, USA.",Harvard University]US
1441,"Division of Nephrology, School of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: chirag.parikh@jhmi.edu.",Johns Hopkins University]US
1449,"Epidemiology and Biostatistics Shared Resource, Johns Hopkins All Children's Institute for Clinical and Translational Research, Johns Hopkins All Children's Hospital, St. Petersburg, FL.",Johns Hopkins University]US
1450,"Columbia University Irving Medical Center, New York, USA.",Columbia University]US
1456,"Departments of Biostatistics, Epidemiology and Informatics, Center for Clinical Epidemiology and Biostatistics, University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1460,"Department of Public Health Sciences, College of Medicine, Pennsylvania State University, Hershey, Pennsylvania.",Pennsylvania State University]US
1461,"Division of Nephrology, School of Medicine, New York University, New York, New York",New York University]US
1462,"Department of Surgery and Immunology, Mayo Clinic, Rochester, Minnesota.",Mayo Clinic]US
1463,"Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1465,"Department of Surgery, Xenotransplantation Program, University of Alabama at Birmingham, Birmingham, Alabama, USA.",University of Alabama]US
1473,"Basic Research Laboratory, Center for Cancer Research, Frederick National Laboratory, National Cancer Institute, Frederick, Maryland.",National Institutes of Health]US
1476,"Thomas E. Starzl Transplant Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, USA. Electronic address: metesdm@upmc.edu.",University of Pittsburgh]US
1480,"Department of Pathology, Columbia University Medical Center, New York, New York.",Columbia University]US
1482,"Section of Cardiovascular Research, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
1484,"Department of Epidemiology, Johns Hopkins University Bloomberg School of Public Health, Baltimore, Maryland.",Johns Hopkins University]US
1485,"Department of Surgery, University of Maryland School of Medicine, Baltimore, MD.",University of Maryland]US
1486,"Kidney Research Institute, Division of Nephrology, Department of Medicine, University of Washington, Seattle, Washington. Electronic address: bhatraju@uw.edu.",University of Washington]US
1492,"Alnylam Pharmaceuticals, Cambridge, Massachusetts.",Alnylam Pharma Inc]US
1493,"Stanford Hypertension Center and Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford, California. Electronic address: vbhalla@stanford.edu.",Stanford University]US
1495,"Department of Surgery, Johns Hopkins University School of Medicine, Baltimore, MD.",Johns Hopkins University]US
1496,"Division of Infectious Diseases, Temple University Hospital, Philadelphia, Pennsylvania.",Temple University]US
1497,"Department of Medicine, University of Cincinnati Medical Center, Cincinnati, OH.",University of Cincinnati]US
1498,"Centers for Dialysis Care, Cleveland, Ohio.",Centers for Dialysis Care]US
1499,"Department of Internal Medicine, University of Utah, Salt Lake City, Utah, USA.",University of Utah]US
1500,"Emory University School of Medicine, Atlanta, Georgia.",Emory University]US
1502,"Department of Family and Preventive Medicine, University of Utah, Salt Lake City, Utah.",University of Utah]US
1508,"Oregon Clinical and Translational Research Institute, Oregon Health and Science University, Portland, Oregon.",Oregon Health and Science University]US
1510,"Department of Surgery, Virginia Commonwealth University, Richmond, Virginia, USA.",Virginia Commonwealth University]US
1511,"Eagle Health Analytics, LLC., Atlanta, Georgia.",Eagle Health Analytics LLC]US
1512,"Departments of Pediatrics and Epidemiology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1514,"Wake Forest University School of Medicine Department of Cardiology, Sanger Heart and Vascular Institute, Atrium Health, Charlotte, North Carolina, USA.",University of North Carolina]US
1516,"Icahn School of Medicine at Mount Sinai, New York, New York, USA.",Mount Sinai]US
1520,"Department of Medicine/Division of Infectious Diseases, Weill Cornell Medicine, New York, NY.",Cornell University]US
1521,"Renal Division, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts.",Harvard University]US
1523,"Arbor Research Collaborative for Health, Ann Arbor, MI.",University of Michigan]US
1526,"Kidney Health Research Collaborative, Department of Medicine, San Francisco Veterans Affairs Health Care System and University of California San Francisco, San Francisco",VA Health Systems Research]US
1529,"Emory Transplant Center,Emory University,Atlanta, Georgia,USA.",Emory University]US
1532,"Division of Transplant Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.",Harvard University]US
1535,"Division of Nephrology, Department of Medicine, School of Medicine, and Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1538,"Division of Nephrology, Loyola University Medical Center, Chicago, Illinois, USA.",Loyola University]US
1541,"Division of Nephrology, Department of Medicine, Johns Hopkins University Baltimore, Maryland",Johns Hopkins University]US
1544,"Division of Cardiovascular Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, USA. Electronic address: kaushik.amancherla@vumc.org.",Vanderbilt University]US
1546,"Department of Medicine, Columbia University Irving Medical Center.",Columbia University]US
1547,"Division of Pulmonary and Critical Care Medicine, School of Medicine, Johns Hopkins University, Baltimore, Maryland.",Johns Hopkins University]US
1548,"Division of Transplant Surgery, Department of Surgery, VCU Medical Center, Richmond, VA.",Virginia Commonwealth University]US
1555,"Division of Gastrointestinal and Liver Diseases, Keck School of Medicine, University of Southern California, Los Angeles, California, USA.",University of Southern California]US
1556,"Center for Access and Delivery Research and Evaluation (CADRE), Iowa City VA Health Care System, Iowa City, Iowa, USA",VA Health Systems Research]US
1557,"Emory University and Children's Healthcare of Atlanta, Atlanta, Georgia.",Emory University]US
1558,"Transplant Institute, NYU Langone Health, New York, New York.",New York University]US
1561,"Charles and Jane Park Center for Mineral Metabolism and Clinical Research, University of Texas Southwestern Medical Center, Dallas, TX",University of Texas]US
1562,"Section of Nephrology Michael E. DeBakey Veterans Affairs Medical Center, and Michael E. DeBakey VA Medical Center Health Services Research & Development Center for Innovations in Quality, Effectiveness and Safety, Houston, TX",VA Health Systems Research]US
1563,"Division of Abdominal Organ Transplantation and Hepato-Biliary and Pancreatic Surgery, Keck School of Medicine, University of Southern California, Los Angeles, California, USA",University of Southern California]US
1567,"Nephrology Division, New York University Langone Medical Center, New York University School Grossman of Medicine, New York, NY.",New York University]US
1569,"Department of Surgery,Transplantation Center,Digestive Disease and Surgery Institute,Cleveland Clinic,Cleveland,Ohio,USA.",Case Western Reserve University]US
1572,"Division of Biostatistics, Institute for Health and Equity, and Cancer Center, Medical College of Wisconsin, Milwaukee, Wisconsin.",Medical College of Wisconsin]US
1575,"Division of Nephrology, Washington University in St. Louis, St. Louis, Missouri.",Washington University in St. Louis]US
1577,"Division of Nephrology and Hypertension, Department of Medicine, Oregon Health and Science University, Portland, Oregon.",Oregon Health and Science University]US
1579,"Section of Nephrology, Yale University School of Medicine, New Haven, Connecticut.",Yale University]US
1586,"Department of Surgery, Duke University, Department of Surgery, Durham, Carolina, USA.",Duke University]US
1587,"Division of Infectious Diseases, Institute of Human Virology, University of Maryland School of Medicine, Baltimore, Maryland, USA. Electronic address: ksaharia@ihv.umaryland.edu.",University of Maryland]US
1590,"Jefferson College of Population Health, Thomas Jefferson University, Philadelphia, Pennsylvania.",Thomas Jefferson University]US
1591,"CSL Vifor, Redwood City, California.",CSL Ltd]US
1592,"Department of Solid Organ Transplantation, University of Maryland Medical Center, Baltimore, Maryland, USA.",University of Maryland]US
1593,"Department of Population Health Sciences, Weill Cornell Medicine, New York, New York.",Cornell University]US
1595,"Department of Cardiology, Inova Heart and Vascular Institute, Falls Church, Virginia, USA.",University of Virginia]US
1596,"Department of Surgery, NYU Grossman School of Medicine, New York, NY.",New York University]US
1597,"Division of Nephrology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania.",University of Pennsylvania]US
1598,"Department of Surgery, Houston Methodist Hospital, Houston, Texas.",Cornell University]US
1599,"General Internal Medicine, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland",Johns Hopkins University]US
1603,"Division of Digestive Health and Liver Disease, University of Miami Miler School of Medicine, Miami, Florida, USA.",University of Miami]US
1606,"Department of Epidemiology, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA",Emory University]US
1608,"Department of Medicine, University of California San Diego, La Jolla, CA.",University of California]US
1609,"Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts",Harvard University]US
