,Unnamed: 0,LOC_SET
1344,"Department of Transfusion Medicine, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.","{'University Medical Center Hamburg-Eppendorf', 'Hamburg', 'Germany'}"
1345,"Department of Medicine, University of Maryland School of Medicine, Maryland, USA.","{'Maryland', 'USA'}"
1346,"Division of Infectious Diseases, University of California, San Francisco, California, USA. Electronic address: shereen.katrak@cdph.ca.gov.","{'ca', 'California', 'San Francisco', 'USA'}"
1347,"School of Computer Science, University of Nottingham, Nottingham, United Kingdom.","{'Nottingham', 'United Kingdom'}"
1348,"Faculdade de Medicina da Universidade de Sao Paulo, Instituto do Cancer do Estado de Sao Paulo, Brazil.",{'Brazil'}
1349,"Yale School of Medicine/Yale New Haven Health System, New Haven, Connecticut.","{'Connecticut', 'New Haven', 'Yale New Haven Health System'}"
1350,"Nephrology Department, Centre Hospitalier Lyon Sud, Université de Lyon, Carmen, Pierre-Bénite","{'Carmen, Pierre-Bénite', 'Centre Hospitalier Lyon Sud'}"
1351,"Departments of Medicine, Stanford University and VA Palo Alto HCS, Palo Alto, California.","{'California', 'Palo Alto HCS', 'Palo Alto'}"
1352,Michigan Department of Health & Human Services.,set()
1353,"Department of Medicine and Epidemiology and Community Medicine, University of Ottawa, Ottawa, Ontario, Canada.","{'Ontario', 'Ottawa', 'Canada'}"
1354,"Division of Nephrology, Department of Medicine, Western University and London Health Sciences Centre, London, Ontario, Canada. Electronic address: Andrew.House@lhsc.on.ca.","{'Ontario', 'Canada', 'London', 'London Health Sciences Centre'}"
1355,"Department of Nephrology, Ambroise Paré University Hospital, APHP, Boulogne-Billancourt/Paris.","{'Ambroise Paré University Hospital', 'HP', 'Boulogne-Billancourt', 'Paris.'}"
1356,"Division of Nephrology, Medizinische Klinik and Poliklinik IV, Klinikum der LMU München, Munich, Germany.","{'Germany', 'um', 'Munich', 'Klinik', 'Poliklinik IV', 'Medizin'}"
1357,"Department of Imaging and Pathology, KU Leuven, Leuven.",{'Leuven'}
1358,"Renal Division, Brigham and Women's Hospital, Boston, Massachusetts.","{'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
1359,"Center for Abdominal Transplantation, Saint Louis University School of Medicine, St. Louis, Missouri.","{'Missouri', 'St. Louis'}"
1360,"Department of Pathology, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.","{'Johns Hopkins University School of Medicine', 'Maryland', 'USA', 'Baltimore'}"
1361,"Department of Surgery, Comprehensive Transplant Center, Northwestern University, Chicago, Illinois, USA.","{'Illinois', 'USA', 'Chicago'}"
1362,"Institute for Clinical and Translational Science, The University of Iowa, Iowa City, Iowa.","{'Iowa', 'Iowa City'}"
1363,"Sichuan Clinical Research Center for Kidney Diseases, Renal Department and Institute of Nephrology, Sichuan Provincial People's Hospital, School of Medicine, University of Electronic Science and Technology of China, Chengdu, China.","{'Sichuan Provincial People', 'Chengdu', 's Hospital', 'School', 'China'}"
1364,"APHP.Nord-Université de Paris, Hôpital Universitaire Robert Debré, Unité d'Epidémiologie Clinique, INSERM, CIC 1426. F-75019 Paris, France.","{'France', 'Hôpital Universitaire Robert Debré', 'Paris'}"
1365,"Duke Clinical Research Institute, Population Health Sciences, Durham, North Carolina, USA.","{'North Carolina', 'Durham', 'USA'}"
1366,"Berlin Center for Advanced Therapies (BeCAT) and Institute of Medical Immunology, Charité Universitätsmedizin Berlin, Berlin Institut of Health Center of Regenerative Therapies (BCRT), Berlin Institute of Health, Berlin, Germany.","{'Germany', 'Berlin'}"
1367,"Division of Gynecology and Obstetrics, Maternal and Child Department, Cannizzaro Hospital, Catania, Italy.","{'Catania', 'Italy', 'Cannizzaro Hospital'}"
1368,"The Genetics Institute, Kaplan Medical Center-Rehovot, Hebrew University and Hadassah Medical School, Jerusalem, Israel.","{'Hadassah Medical School', 'Kaplan Medical Center-Rehovot', 'Israel', 'Jerusalem'}"
1369,"Department of Nephrology and Kidney Transplantation, University Hospitals Leuven, Leuven, Belgium. Electronic address: maarten.naesens@uzleuven.be.","{'Belgium', 'Leuven'}"
1370,"Division of Gastroenterology and Hepatology, Mayo Clinic College of Medicine and Science, Rochester, Minnesota.","{'Minnesota', 'Rochester'}"
1371,"Banc de Sang i Teixits, Vall d'Hebron Institute of Research (VHIR), Barcelona, Spain.","{'Barcelona', 'Spain'}"
1372,"Department of Medicine, Division of Cardiology, University of California San Diego, San Diego, California, USA.","{'California', 'San Diego', 'USA'}"
1373,"University of California Los Angeles David Geffen School of Medicine, Los Angeles, California.","{'California', 'Los Angeles', 'Medicine', 'David Geffen School'}"
1374,"South Texas Renal Care Group, San Antonio, Texas.","{'San Antonio', 'Texas'}"
1375,"Section of Infectious Diseases, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada","{'Winnipeg', 'Canada', 'Manitoba'}"
1376,"Division of Pediatric Nephrology, Department of Pediatric, NewYork-Presbyterian Morgan Stanley Children's Hospital, Columbia University Irving Medical Center, New York, New York.","{'Columbia University Irving Medical Center', 'New York', ""NewYork-Presbyterian Morgan Stanley Children's Hospital""}"
1377,"Division of Surgical Transplantation, University of Texas Southwestern Medical Center, Dallas, TX.","{'TX', 'Southwestern Medical Center', 'Dallas'}"
1378,"Department of Pathology and Laboratory Medicine, Emory University, USA.",{'USA'}
1379,"Renal Division, Peking University First Hospital, Peking University Institute of Nephrology, Beijing, People's Republic of China.","{'Beijing', ""People's Republic of China"", 'Peking University First Hospital'}"
1380,"Division of Nephrology, St. Michael's Hospital and the University of Toronto, Toronto, Ontario, Canada.","{'Ontario', ""St. Michael's Hospital"", 'Canada', 'Toronto'}"
1381,"Department of Pediatrics, School of Medicine, University of Washington, Seattle, Washington. Electronic address: joseph.flynn@seattlechildrens.org.","{'Seattle', 'Washington'}"
1382,"Department of Nephrology and Transplant Center, Institute for Clinical and Experimental Medicine, Prague, Czech Republic.","{'Czech Republic', 'Prague'}"
1383,"Division of Research, Kaiser Permanente Northern California, Oakland, California.","{'California', 'Oakland'}"
1384,"Complications Research, Steno Diabetes Center Copenhagen, Copenhagen, Denmark.","{'Copenhagen', 'Denmark'}"
1385,"Herbert Wertheim School of Public Health and Human Longevity Science, University of California-San Diego, San Diego, California.","{'California', 'San Diego'}"
1386,"Institut de Pathologie et de Génétique, Gosselies, Belgium.","{'Gosselies', 'Belgium'}"
1387,"Department of Plastic Surgery, Cleveland Clinic Abu Dhabi, Abu Dhabi, United Arab Emirates.","{'Abu Dhabi', 'United Arab Emirates'}"
1388,"Department of Biomedical Informatics, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.","{'Pittsburgh', 'Pennsylvania', 'USA'}"
1389,"Department of Pediatric Nephrology, Hôpital Arnaud de Villeneuve, Montpellier, France.","{'France', 'Montpellier', 'al Arnaud de Villeneuve'}"
1390,"Department of Nephrology, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou.","{'Guangzhou', 'Sun Yat-Sen Memorial Hospital'}"
1391,"Department of Nephrology, The First Affiliated Hospital of University of Science and Technology of China, Anhui.","{'Anhui', 'First Affiliate', 'Hospital'}"
1392,"Institute of Liver Disease and Transplantation, Gleneagles Global Health City, Chennai, India.","{'Chennai', 'India', 'Gleneagles Global Health City'}"
1393,"Division of Nephrology, Johns Hopkins University School of Medicine, Baltimore, Maryland.","{'Maryland', 'School of Medicine', 'Baltimore', 'Hopkins'}"
1394,"Department of Pathology and Laboratory Medicine, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
1395,"Institute for Clinical Research and Health Policy Studies, Biostatistics, Epidemiology, and Research Design Center, Tufts Medical Center, Boston, Massachusetts.","{'Boston', 'Tufts Medical Center', 'Massachusetts'}"
1396,"University of Tours, EA4245 Transplantation, Immunology, Inflammation",set()
1397,"Department of Surgery, University of Michigan School of Medicine, Ann Arbor, Michigan, USA.","{'Michigan', 'Ann Arbor', 'USA'}"
1398,"Division of Nephrology, Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.","{'Maryland', 'Baltimore', 'of Medicine'}"
1399,"Pediatric Perfusion Department, La Paz University Hospital, Madrid, Spain","{'Madrid', 'Spain', 'La Paz University Hospital'}"
1400,"Department of Surgery University of Colorado, Anschutz Medical Campus, Aurora, Colorado, USA","{'Colorado', 'Aurora', 'USA', 'Anschutz Medical Campus'}"
1401,"Atlanta Veterans Affairs Medical Center, Decatur, Georgia.","{'Georgia', 'Decatur', 'Atlanta Veterans Affairs Medical Center'}"
1402,"University of Maryland Medical Center, Baltimore, Maryland, USA.","{'Maryland', 'Medical Center', 'USA', 'Baltimore'}"
1403,"Department of Endocrinology and Metabolism , Amsterdam UMC location University of Amsterdam, Amsterdam , The Netherlands.","{'Amsterdam', 'The Netherlands'}"
1404,"Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Republic of Korea","{'Republic of Korea', 'Seoul'}"
1405,"Department of Internal Medicine, Gastroenterology and Hepatology, University of Iowa, Iowa City, IA.","{'Iowa City', 'IA'}"
1406,"Division of Child and Adolescent Surgery, Department of Pediatrics, Gynecology, and Obstetrics, Geneva University Hospitals, University of Geneva, 1205 Geneva, Switzerland.","{'Geneva University', '1205 Geneva', 'Switzerland'}"
1407,"Cardiovascular Division, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts.","{'Harvard Medical School', 'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
1408,"Department of Medicine, Duke University, Durham, North Carolina.","{'North Carolina', 'Durham'}"
1409,"Division of Pulmonary and Critical Care, Department of Medicine, University of California, San Francisco, California, USA. Electronic address: jon.singer@ucsf.edu.","{'California', 'San Francisco', 'USA'}"
1410,"Department of Surgery, NYU Grossman School of Medicine and NYU Langone Health, New York, New York.",{'New York'}
1411,"Monash Health, Melbourne, Victoria, Australia","{'Melbourne', 'Victoria', 'Australia'}"
1412,"ICES, University of Toronto, Toronto, Ontario, Canada","{'Ontario', 'Canada', 'Toronto'}"
1413,"George Institute for Global Health, Sydney, Australia","{'Australia', 'Sydney'}"
1414,"Université de Lyon, Carmen INSERM 1060, Lyon.","{'Lyon', 'Carmen'}"
1415,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","{'Philadelphia', 'lman School of Medicine', 'Pennsylvania'}"
1416,"Department of Physiology, Radboud Institute for Molecular Life Sciences, Radboud University Medical Center, Nijmegen, the Netherlands.","{'Nijmegen', 'Netherlands', 'Medical Center', 'Radboud'}"
1417,"Division of Renal Diseases and Hypertension, Polycystic Kidney Disease Program, University of Colorado Anschutz Medical Campus, Aurora, Colorado.","{'Colorado', 'Aurora', 'Anschutz Medical Campus'}"
1418,"Department of Nephrology, Sydney Children's Hospital, Randwick, New South Wales, Australia.","{'Randwick', 'New South Wales', 'Australia', ""Sydney Children's Hospital""}"
1419,"Department of Medicine, Section of Rheumatology, University of Chicago, Chicago, Illinois, USA.","{'Illinois', 'USA', 'Chicago'}"
1420,"College of Medicine and Dentistry, James Cook University, Townsville, Australia. Electronic address: andrew.mallett@health.qld.gov.au.","{'ld', 'Australia', 'au', 'Townsville'}"
1421,"Division of Nephrology, Department of Internal Medicine, Tufts Medical Center, Boston, Massachusetts.","{'Boston', 'Tufts Medical Center', 'Massachusetts'}"
1422,"Murdoch Children's Research Institute, Melbourne, Australia.","{'Melbourne', 'Australia'}"
1423,"Department of Medicine and Department of Epidemiology, Biostatistics and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine'}"
1424,"Division of Kidney, Urologic, and Hematologic Diseases, National Institutes of Health, National Institute of Diabetes and Digestive and Kidney Diseases, Bethesda, Maryland.","{'Maryland', 'Bethesda'}"
1425,"Department of Nephrology, Huizhou Municipal Central Hospital, Sun Yat-Sen University, Huizhou.","{'Huizhou Municipal Central Hospital', 'Huizhou'}"
1426,"Department of Computational Medicine & Bioinformatics, and Division of Nephrology, Department of Internal Medicine, University of Michigan, Ann Arbor, Michigan.","{'Michigan', 'Ann Arbor'}"
1427,"Institute for Cellular and Integrative Physiology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.","{'ppendorf', 'Germany', 'Hamburg'}"
1428,"Biomedical Imaging Center, Hong Kong.",{'Hong Kong'}
1429,"Faculty of Medicine, University of New South Wales, Sydney, NSW, Australia.","{'Australia', 'NSW', 'Sydney'}"
1430,"Inserm UMRS 1109 Molecular Immuno Rheumatology, University of Strasbourg, Strasbourg, Bas Rhin, France.","{'France', 'Bas Rhin', 'Strasbourg'}"
1431,"Unidad de Investigación UNAM-INCICH, Instituto Nacional de Cardiología Ignacio Chávez and Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Mexico City, Mexico.","{'Mexico City', 'Mexico'}"
1432,"Service de Pneumologie, CHU Nantes, Nantes, France.","{'Nantes', 'France'}"
1433,"Institute of Medical Biometry, University of Heidelberg, Heidelberg, Germany.","{'Germany', 'Heidelberg'}"
1434,"Paediatric Gastroenterology, Hepatology and Nutrition, The Royal Children's Hospital, Melbourne, Australia.","{""The Royal Children's Hospital"", 'Melbourne', 'Australia'}"
1435,"Section of Critical Care Medicine, Department of Internal Medicine, University of Manitoba, Winnipeg, Manitoba, Canada.","{'Winnipeg', 'Canada', 'Manitoba'}"
1436,"Department of Urology, University of Toledo Medical Center, Toledo, Ohio, USA.","{'Ohio', 'of Toledo Medical Center', 'Toledo', 'USA'}"
1437,"Renal-Electrolyte and Hypertension Division, Department of Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.","{'Philadelphia', 'PA', 'Perelman School of Medicine'}"
1438,"Transplant Infectious Diseases, NYU Langone Transplant Institute and NYU Grossman School of Medicine, New York, New York, USA.","{'man School of Medicine', 'New York', 'USA'}"
1439,"Department of Medicine, Renal Division, Brigham and Women's Hospital, Boston, Massachusetts, USA.","{'Boston', 'Massachusetts', ""Brigham and Women's Hospital"", 'USA'}"
1440,"Division of Kidney and Pancreas Transplantation, Department of Surgery, Asan Medical Center, College of Medicine, University of Ulsan, Seoul, Korea. Electronic address: gskyh@amc.seoul.kr.","{'Korea', 'kr', 'seoul', 'Seoul', 'Asan Medical Center'}"
1441,"Division of Nephrology, School of Medicine, Johns Hopkins University, Baltimore, Maryland. Electronic address: chirag.parikh@jhmi.edu.","{'Maryland', 'Baltimore'}"
1442,"Institute for Molecular Biosciences, University of Queensland, Brisbane",{'Brisbane'}
1443,"Department of Medicine, Auckland University, Auckland, New Zealand.","{'Auckland', 'New Zealand'}"
1444,"CHRISTUS-LatAm Hub Excellence & Innovation Center, Monterrey, Mexico.","{'Hub Excellence & Innovation Center', 'Mexico', 'Monterrey'}"
1445,"Division of Nephrology, Department of Medicine, St. Paul's Hospital, University of British Columbia, Vancouver, British Columbia, Canada.","{'Vancouver', 'British Columbia', ""St. Paul's Hospital"", 'Canada'}"
1446,"Independent investigator, Milan, Italy.","{'Milan', 'Italy'}"
1447,"Department of Nephrology, Kidney Transplantation and Arterial Hypertension, Children's Memorial Health Institute, Warsaw, Poland.","{'Poland', ""Children's Memorial Health Institute"", 'Warsaw'}"
1448,"Department of Nephrology, Jaypee Hospital, Noida, India.","{'Jaypee Hospital', 'India', 'Noida'}"
1449,"Epidemiology and Biostatistics Shared Resource, Johns Hopkins All Children's Institute for Clinical and Translational Research, Johns Hopkins All Children's Hospital, St. Petersburg, FL.","{""Johns Hopkins All Children's Hospital"", 'St. Petersburg', 'FL'}"
1450,"Columbia University Irving Medical Center, New York, USA.","{'Irving Medical Center', 'New York', 'USA'}"
1451,"Friedrich Alexander University of Erlangen, Munchen, Germany.","{'Munchen', 'Germany'}"
1452,"Department of Medicine, Division of Nephrology, University of Ottawa, Ottawa, Ontario, Canada.","{'Ontario', 'Ottawa', 'Canada'}"
1453,"Department of Cardiology, Royal Prince Alfred Hospital, Sydney Medical School, New South Wales, Australia","{'New South Wales', 'Sydney Medical School', 'Royal Prince Alfred Hospital', 'Australia'}"
1454,"Heart Lung Transplant Unit, St. Vincent's Hospital Sydney, Darlinghurst, NSW, Australia.","{""St. Vincent's Hospital Sydney"", 'Darlinghurst', 'NSW', 'Australia'}"
1455,"Department of Pathology, Academic Medical Center, Amsterdam, The Netherlands.","{'Academic Medical Center', 'Amsterdam', 'The Netherlands'}"
1456,"Departments of Biostatistics, Epidemiology and Informatics, Center for Clinical Epidemiology and Biostatistics, University of Pennsylvania, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania'}"
1457,"Randox Teoranta, Donegal, Ireland.","{'Ireland', 'Donegal'}"
1458,"Department of Nephrology, Lille University Hospital, Lille, France.","{'France', 'Lille', 'Lille University Hospital'}"
1459,"Department of Clinical Medicine, University of Copenhagen, Copenhagen, Denmark","{'Copenhagen', 'Denmark'}"
1460,"Department of Public Health Sciences, College of Medicine, Pennsylvania State University, Hershey, Pennsylvania.","{'Pennsylvania', 'Hershey'}"
1461,"Division of Nephrology, School of Medicine, New York University, New York, New York",{'New York'}
1462,"Department of Surgery and Immunology, Mayo Clinic, Rochester, Minnesota.","{'Minnesota', 'Rochester'}"
1463,"Johns Hopkins University, Baltimore, Maryland.","{'Maryland', 'Baltimore'}"
1464,"Sydney School of Public Health, Faculty of Medicine and Health, The University of Sydney, Camperdown, New South Wales, Australia.","{'New South Wales', 'Australia', 'Camperdown'}"
1465,"Department of Surgery, Xenotransplantation Program, University of Alabama at Birmingham, Birmingham, Alabama, USA.","{'Birmingham', 'USA', 'Alabama'}"
1466,"CNR, University of Padua, Padua, Italy.","{'Italy', 'Padua'}"
1467,"Department of Hepatology, Freeman Hospital, Newcastle upon Tyne, United Kingdom.","{'Freeman Hospital', 'Newcastle upon Tyne', 'United Kingdom'}"
1468,"Department of Biological Immunology, Hôpital Européen Georges Pompidou, Assistance Publique-Hôpitaux de Paris, Paris.","{'-H', 'pitaux de Paris', 'Paris', 'Hôpital Européen Georges Pompidou'}"
1469,"Department of Nephrology Dialysis Hypertension, Hôpital Edouard Herriot, Hospices Civils de Lyon, Laboratoire de Recherche en Cardiovasculaire, Métabolisme, Diabétologie et Nutrition, Institut National de la Santé et de la Recherche Médicale 1060, University Lyon-1, Lyon, France.","{'Hôpital Edouard Herriot', 'Lyon', 'Civil', 'France', 'de Lyon', 'Ho'}"
1470,"Department of Nephrology, CH Valenciennes, Valenciennes, France.","{'France', 'Valenciennes'}"
1471,"Department of Emergency and Organ Transplantation, University of Bari, Bari, Italy.","{'Bari', 'Italy'}"
1472,"Center for Cohort Studies, Total Healthcare Center, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea","{'Total Healthcare Center', 'Seoul', 'Kangbuk Samsung Hospital', 'South Korea'}"
1473,"Basic Research Laboratory, Center for Cancer Research, Frederick National Laboratory, National Cancer Institute, Frederick, Maryland.","{'Maryland', 'Frederick', 'Frederick National Laboratory'}"
1474,"Osteoarthritis Research Program, Division of Orthopedic Surgery, Schroeder Arthritis Institute University Health Network, Toronto, ON, Canada.","{'ON', 'Canada', 'Toronto'}"
1475,"Division of Thoracic and Cardiovascular Surgery, Linkou Medical Center, Department of Surgery, Linkou Chang Gung Memorial Hospital, Chang Gung University, Taoyuan City, Taiwan.","{'Taiwan', 'Linkou Medical Center', 'Linkou Chang Gung Memorial Hospital', 'Taoyuan City'}"
1476,"Thomas E. Starzl Transplant Institute, University of Pittsburgh, Pittsburgh, Pennsylvania, USA. Electronic address: metesdm@upmc.edu.","{'Pittsburgh', 'Pennsylvania', 'USA'}"
1477,"Section of Hepatobiliary Surgery and Liver Transplantation, Department of Surgery, Groningen, The Netherlands.","{'The Netherlands', 'Groningen'}"
1478,"Hamamatsu Rosai Hospital, Hamamatsu, Shizuoka, Japan.","{'Shizuoka', 'Hamamatsu Rosai Hospital', 'Hamamatsu', 'Japan'}"
1479,"Wallenberg Center for Molecular Medicine, Lund University, Lund, Sweden","{'Lund', 'Sweden'}"
1480,"Department of Pathology, Columbia University Medical Center, New York, New York.","{'New York', 'Columbia University Medical Center'}"
1481,"Department of Surgery, Yonsei University College of Medicine, Seoul, Republic of Korea.","{'Republic of Korea', 'Seoul'}"
1482,"Section of Cardiovascular Research, Baylor College of Medicine, Houston, Texas","{'Houston', 'Texas'}"
1483,"Department of Transplantation Medicine, Oslo University Hospital, Oslo, Norway.","{'Norway', 'Oslo', 'Oslo University Hospital'}"
1484,"Department of Epidemiology, Johns Hopkins University Bloomberg School of Public Health, Baltimore, Maryland.","{'Bloomberg School of Public Health', 'Maryland', 'Baltimore'}"
1485,"Department of Surgery, University of Maryland School of Medicine, Baltimore, MD.","{'MD', 'Baltimore'}"
1486,"Kidney Research Institute, Division of Nephrology, Department of Medicine, University of Washington, Seattle, Washington. Electronic address: bhatraju@uw.edu.","{'Seattle', 'Washington'}"
1487,"Collaborative Centre for Organ Donation Evidence, Sydney School of Public Health, Faculty of Medicine and Health, University of Sydney, Sydney, NSW, Australia.","{'Australia', 'NSW', 'Sydney'}"
1488,"Institute of Biochemistry and Molecular Biology, Ulm University, Ulm, Germany.","{'Germany', 'Ulm'}"
1489,"Division of Nephrology and Clinical Immunology, RWTH University of Aachen, Aachen, Germany.","{'Germany', 'Aachen'}"
1490,"Department of Pediatric Nephrology and Hypertension, Jagiellonian University Medical College, Kraków, Poland.","{'Poland', 'Kraków'}"
1491,"Department of Pediatric Nephrology, Radboud Institute for Molecular Life Sciences, Amalia Children's Hospital, Radboud University Medical Center, Nijmegen, The Netherlands.","{'Radboud University Medical Center', 'Nijmegen', ""Amalia Children's Hospital"", 'The Netherlands'}"
1492,"Alnylam Pharmaceuticals, Cambridge, Massachusetts.","{'Cambridge', 'Massachusetts'}"
1493,"Stanford Hypertension Center and Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford, California. Electronic address: vbhalla@stanford.edu.","{'California', 'Stanford'}"
1494,"Division of Anesthesia and Intensive Care Medicine, Department of Clinical and Surgical Translational Medicine, Sant'Andrea Hospital, Sapienza University of Rome, Rome, Italy.","{'Italy', ""Sant'Andrea Hospital"", 'Rome'}"
1495,"Department of Surgery, Johns Hopkins University School of Medicine, Baltimore, MD.","{'School of Medicine', 'MD', 'Baltimore'}"
1496,"Division of Infectious Diseases, Temple University Hospital, Philadelphia, Pennsylvania.","{'Philadelphia', 'Temple University Hospital', 'Pennsylvania'}"
1497,"Department of Medicine, University of Cincinnati Medical Center, Cincinnati, OH.","{'OH', 'Medical Center', 'Cincinnati', 'inn'}"
1498,"Centers for Dialysis Care, Cleveland, Ohio.","{'Cleveland', 'Ohio'}"
1499,"Department of Internal Medicine, University of Utah, Salt Lake City, Utah, USA.","{'Salt Lake City', 'USA', 'Utah'}"
1500,"Emory University School of Medicine, Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
1501,"Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Solna, Sweden.","{'Solna', 'Sweden'}"
1502,"Department of Family and Preventive Medicine, University of Utah, Salt Lake City, Utah.","{'Salt Lake City', 'Utah'}"
1503,"APHP.Nord-Université de Paris, Hôpital Universitaire Robert Debré, Unité d'Epidémiologie Clinique, Inserm, CIC 1426, F-75019 Paris, France","{'France', 'Hôpital Universitaire Robert Debré', 'Paris'}"
1504,"Klinik für Herz-, Thorax-, und Gefäßchirurgie, Deutsches Herzzentrum der Charité, Berlin, Germany.","{'Germany', 'Berlin'}"
1505,"Health Economics and Health Technology Assessment, NHMRC Clinical Trials Centre, Faculty of Medicine and Health, University of Sydney, Sydney, NSW, Australia.","{'Australia', 'NSW', 'Sydney'}"
1506,"Center for Animal Health Research (CISA), INIA, Madrid, Spain.","{'Madrid', 'Spain'}"
1507,"Latner Thoracic Research Laboratories, Toronto General Hospital Research Institute, University Health Network, Toronto, Ontario, Canada.","{'Ontario', 'Canada', 'Toronto'}"
1508,"Oregon Clinical and Translational Research Institute, Oregon Health and Science University, Portland, Oregon.","{'Portland', 'Oregon'}"
1509,"Kidney/Pancreas Transplant Program, Instituto de Trasplantes y Alta Complejidad (ITAC - Nephrology), Buenos Aires, Argentina.","{'Argentina', 'Buenos Aires'}"
1510,"Department of Surgery, Virginia Commonwealth University, Richmond, Virginia, USA.","{'Richmond', 'Virginia', 'USA'}"
1511,"Eagle Health Analytics, LLC., Atlanta, Georgia.","{'Atlanta', 'Georgia'}"
1512,"Departments of Pediatrics and Epidemiology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania.","{'Philadelphia', 'lman School', 'Pennsylvania', 'Medicine'}"
1513,"Department of Nephrology, University Hospital ""12 de Octubre,"" Madrid, Spain.","{'University Hospital', 'Madrid', 'Spain', '12 de Octubre'}"
1514,"Wake Forest University School of Medicine Department of Cardiology, Sanger Heart and Vascular Institute, Atrium Health, Charlotte, North Carolina, USA.","{'Atrium Health', 'Charlotte', 'North Carolina', 'USA'}"
1515,"Erasmus MC-Sophia Childrens Hospital, Rotterdam, The Netherlands.","{'Erasmus MC-Sophia Childrens Hospital', 'The Netherlands', 'Rotterdam'}"
1516,"Icahn School of Medicine at Mount Sinai, New York, New York, USA.","{'Mount Sinai', 'New York', 'USA'}"
1517,"Institute of Pathology, Heidelberg University Hospital, Heidelberg, Germany.","{'Germany', 'Heidelberg University Hospital', 'Heidelberg'}"
1518,"Division of Renal Medicine, Department of Clinical Science, Intervention and Technology, Karolinska Institutet, Stockholm, Sweden","{'Sweden', 'Stockholm'}"
1519,"Division of Hepato-Bilio-Pancreatic, Minimally Invasive and Robotic Surgery, Department of Public Health, Federico II University Hospital, Naples, Italy.","{'Naples', 'Federico II University Hospital', 'Italy'}"
1520,"Department of Medicine/Division of Infectious Diseases, Weill Cornell Medicine, New York, NY.","{'New York', 'NY'}"
1521,"Renal Division, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts.","{'Harvard Medical School', 'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
1522,"Department of Human Genetics, Radboud University Medical Center, Nijmegen, the Netherlands.","{'Radboud University Medical Center', 'Netherlands', 'Nijmegen'}"
1523,"Arbor Research Collaborative for Health, Ann Arbor, MI.","{'MI', 'Ann Arbor'}"
1524,"Transplant Epidemiology Group, Australia and New Zealand Dialysis and Transplant Registry, South Australian Health and Medical Research Institute, Adelaide, South Australia, Australia","{'Australia', 'Adelaide', 'New Zealand', 'South Australia'}"
1525,"Department of Community Health Sciences, University of Calgary, Calgary, Alberta, Canada","{'Alberta', 'Canada', 'Calgary'}"
1526,"Kidney Health Research Collaborative, Department of Medicine, San Francisco Veterans Affairs Health Care System and University of California San Francisco, San Francisco",{'San Francisco'}
1527,"Eastern Institute of Technology, Napier, New Zealand.","{'Napier', 'New Zealand'}"
1528,"Anatomy, Histology and Neuroscience Department, University Autonoma of Madrid, Madrid, Spain. Electronic address: ane.andres@madrid.salud.org.","{'Madrid', 'Spain'}"
1529,"Emory Transplant Center,Emory University,Atlanta, Georgia,USA.","{'USA.', 'Atlanta', 'Georgia'}"
1530,"Division of Nephrology, University of British Columbia, Vancouver, British Columbia.","{'Vancouver', 'British Columbia'}"
1531,"Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC. Electronic address: media@cdc.gov.",set()
1532,"Division of Transplant Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston, MA.","{'Harvard Medical School', 'Boston', ""Brigham and Women's Hospital"", 'MA'}"
1533,"Department of Nephrology, Rabindranath Tagore International Institute of Cardiac Sciences (RNTIICS), Kolkata, West Bengal, India.","{'West Bengal', 'Kolkata', 'India'}"
1534,"Department of Internal Medicine I, Faculty of Medicine in Pilsen, Charles University, and Teaching Hospital, Pilsen, Czech Republic.","{'Pilsen', 'Czech Republic', 'Hospital'}"
